State,Target Column,Feature,Importance,Best Params
California,Residential sector,hdd_February,0.0,"{'criterion': 'squared_error', 'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 2}"
California,Residential sector,hdd_August,0.0,"{'criterion': 'squared_error', 'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 2}"
California,Residential sector,cdd_January,1.5898287768149427e-05,"{'criterion': 'squared_error', 'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 2}"
California,Residential sector,cdd_March,2.6399923447674047e-05,"{'criterion': 'squared_error', 'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 2}"
California,Residential sector,hdd_July,4.543458174504109e-05,"{'criterion': 'squared_error', 'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 2}"
California,Residential sector,cdd_May,6.54389402546203e-05,"{'criterion': 'squared_error', 'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 2}"
California,Residential sector,hdd_October,6.958786946699551e-05,"{'criterion': 'squared_error', 'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 2}"
California,Residential sector,cdd_April,0.0002923097793942493,"{'criterion': 'squared_error', 'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 2}"
California,Residential sector,cdd_September,0.00031571513978226193,"{'criterion': 'squared_error', 'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 2}"
California,Residential sector,hdd_September,0.0004769040370414445,"{'criterion': 'squared_error', 'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 2}"
California,Residential sector,hdd_January,0.012047276127718984,"{'criterion': 'squared_error', 'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 2}"
California,Residential sector,hdd_June,0.018035279781381343,"{'criterion': 'squared_error', 'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 2}"
California,Residential sector,hdd_November,0.018264622631434003,"{'criterion': 'squared_error', 'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 2}"
California,Residential sector,hdd_March,0.02211470075888915,"{'criterion': 'squared_error', 'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 2}"
California,Residential sector,cdd_October,0.024939213185912842,"{'criterion': 'squared_error', 'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 2}"
California,Residential sector,hdd_December,0.04839115848745191,"{'criterion': 'squared_error', 'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 2}"
California,Residential sector,cdd_August,0.2605907074360689,"{'criterion': 'squared_error', 'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 2}"
California,Residential sector,hdd_April,0.5943093530322424,"{'criterion': 'squared_error', 'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 2}"
Colorado,Residential sector,cdd_April,0.0,"{'criterion': 'friedman_mse', 'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 10}"
Colorado,Residential sector,cdd_December,0.0,"{'criterion': 'friedman_mse', 'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 10}"
Colorado,Residential sector,cdd_February,0.0,"{'criterion': 'friedman_mse', 'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 10}"
Colorado,Residential sector,cdd_January,0.0,"{'criterion': 'friedman_mse', 'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 10}"
Colorado,Residential sector,cdd_July,0.0,"{'criterion': 'friedman_mse', 'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 10}"
Colorado,Residential sector,cdd_March,0.0,"{'criterion': 'friedman_mse', 'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 10}"
Colorado,Residential sector,cdd_May,0.0,"{'criterion': 'friedman_mse', 'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 10}"
Colorado,Residential sector,cdd_November,0.0,"{'criterion': 'friedman_mse', 'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 10}"
Colorado,Residential sector,cdd_October,0.0,"{'criterion': 'friedman_mse', 'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 10}"
Colorado,Residential sector,hdd_May,0.0,"{'criterion': 'friedman_mse', 'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 10}"
Colorado,Residential sector,hdd_December,0.0,"{'criterion': 'friedman_mse', 'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 10}"
Colorado,Residential sector,hdd_July,0.0,"{'criterion': 'friedman_mse', 'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 10}"
Colorado,Residential sector,cdd_August,0.00038625494149315725,"{'criterion': 'friedman_mse', 'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 10}"
Colorado,Residential sector,hdd_November,0.0006018288412971469,"{'criterion': 'friedman_mse', 'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 10}"
Colorado,Residential sector,hdd_June,0.000836293021256185,"{'criterion': 'friedman_mse', 'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 10}"
Colorado,Residential sector,hdd_March,0.0014780123880059372,"{'criterion': 'friedman_mse', 'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 10}"
Colorado,Residential sector,cdd_September,0.0031942370371193097,"{'criterion': 'friedman_mse', 'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 10}"
Colorado,Residential sector,hdd_August,0.003489451159363186,"{'criterion': 'friedman_mse', 'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 10}"
Colorado,Residential sector,hdd_October,0.012480353496244422,"{'criterion': 'friedman_mse', 'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 10}"
Colorado,Residential sector,hdd_January,0.025599697821598568,"{'criterion': 'friedman_mse', 'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 10}"
Colorado,Residential sector,cdd_June,0.045436736748319086,"{'criterion': 'friedman_mse', 'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 10}"
Colorado,Residential sector,hdd_September,0.23477996140273177,"{'criterion': 'friedman_mse', 'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 10}"
Colorado,Residential sector,hdd_February,0.3061371750018813,"{'criterion': 'friedman_mse', 'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 10}"
Colorado,Residential sector,hdd_April,0.36557999814068987,"{'criterion': 'friedman_mse', 'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 10}"
Connecticut,Residential sector,cdd_April,0.0,"{'criterion': 'squared_error', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 10}"
Connecticut,Residential sector,cdd_December,0.0,"{'criterion': 'squared_error', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 10}"
Connecticut,Residential sector,cdd_February,0.0,"{'criterion': 'squared_error', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 10}"
Connecticut,Residential sector,cdd_January,0.0,"{'criterion': 'squared_error', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 10}"
Connecticut,Residential sector,cdd_July,0.0,"{'criterion': 'squared_error', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 10}"
Connecticut,Residential sector,cdd_March,0.0,"{'criterion': 'squared_error', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 10}"
Connecticut,Residential sector,cdd_November,0.0,"{'criterion': 'squared_error', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 10}"
Connecticut,Residential sector,cdd_October,0.0,"{'criterion': 'squared_error', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 10}"
Connecticut,Residential sector,hdd_April,0.0,"{'criterion': 'squared_error', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 10}"
Connecticut,Residential sector,hdd_August,6.076361050516021e-06,"{'criterion': 'squared_error', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 10}"
Connecticut,Residential sector,hdd_January,5.554591737788254e-05,"{'criterion': 'squared_error', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 10}"
Connecticut,Residential sector,hdd_March,0.0004045082757196285,"{'criterion': 'squared_error', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 10}"
Connecticut,Residential sector,cdd_August,0.0020558368996652695,"{'criterion': 'squared_error', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 10}"
Connecticut,Residential sector,hdd_November,0.002551456206797519,"{'criterion': 'squared_error', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 10}"
Connecticut,Residential sector,hdd_September,0.0027076137894222036,"{'criterion': 'squared_error', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 10}"
Connecticut,Residential sector,hdd_May,0.008617788647919504,"{'criterion': 'squared_error', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 10}"
Connecticut,Residential sector,hdd_December,0.016096878281854778,"{'criterion': 'squared_error', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 10}"
Connecticut,Residential sector,hdd_July,0.02068153624224246,"{'criterion': 'squared_error', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 10}"
Connecticut,Residential sector,cdd_May,0.06348210796152891,"{'criterion': 'squared_error', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 10}"
Connecticut,Residential sector,hdd_June,0.10815135681528312,"{'criterion': 'squared_error', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 10}"
Connecticut,Residential sector,hdd_February,0.10944325027918883,"{'criterion': 'squared_error', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 10}"
Connecticut,Residential sector,cdd_September,0.16167494154328826,"{'criterion': 'squared_error', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 10}"
Connecticut,Residential sector,hdd_October,0.1741369256819564,"{'criterion': 'squared_error', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 10}"
Connecticut,Residential sector,cdd_June,0.3299341770967047,"{'criterion': 'squared_error', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 10}"
Delaware,Residential sector,hdd_September,0.0,"{'criterion': 'squared_error', 'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 10}"
Delaware,Residential sector,cdd_August,0.0,"{'criterion': 'squared_error', 'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 10}"
Delaware,Residential sector,cdd_December,0.0,"{'criterion': 'squared_error', 'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 10}"
Delaware,Residential sector,cdd_February,0.0,"{'criterion': 'squared_error', 'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 10}"
Delaware,Residential sector,cdd_January,0.0,"{'criterion': 'squared_error', 'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 10}"
Delaware,Residential sector,cdd_July,0.0,"{'criterion': 'squared_error', 'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 10}"
Delaware,Residential sector,cdd_June,0.0,"{'criterion': 'squared_error', 'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 10}"
Delaware,Residential sector,cdd_March,0.0,"{'criterion': 'squared_error', 'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 10}"
Delaware,Residential sector,cdd_May,0.0,"{'criterion': 'squared_error', 'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 10}"
Delaware,Residential sector,cdd_November,0.0,"{'criterion': 'squared_error', 'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 10}"
Delaware,Residential sector,hdd_March,0.0,"{'criterion': 'squared_error', 'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 10}"
Delaware,Residential sector,hdd_July,0.0,"{'criterion': 'squared_error', 'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 10}"
Delaware,Residential sector,hdd_August,0.0,"{'criterion': 'squared_error', 'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 10}"
Delaware,Residential sector,cdd_April,0.0007816550663701695,"{'criterion': 'squared_error', 'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 10}"
Delaware,Residential sector,cdd_September,0.0023202698337169755,"{'criterion': 'squared_error', 'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 10}"
Delaware,Residential sector,hdd_November,0.006305691420371475,"{'criterion': 'squared_error', 'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 10}"
Delaware,Residential sector,cdd_October,0.017541897888836464,"{'criterion': 'squared_error', 'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 10}"
Delaware,Residential sector,hdd_April,0.02207798173880738,"{'criterion': 'squared_error', 'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 10}"
Delaware,Residential sector,hdd_May,0.07468420071533484,"{'criterion': 'squared_error', 'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 10}"
Delaware,Residential sector,hdd_December,0.1032427368375448,"{'criterion': 'squared_error', 'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 10}"
Delaware,Residential sector,hdd_June,0.1442990135534643,"{'criterion': 'squared_error', 'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 10}"
Delaware,Residential sector,hdd_October,0.14442169647035444,"{'criterion': 'squared_error', 'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 10}"
Delaware,Residential sector,hdd_January,0.18268443175245686,"{'criterion': 'squared_error', 'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 10}"
Delaware,Residential sector,hdd_February,0.3016404247227423,"{'criterion': 'squared_error', 'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 10}"
Florida,Residential sector,hdd_September,0.0,"{'criterion': 'squared_error', 'max_depth': 7, 'min_samples_leaf': 2, 'min_samples_split': 5}"
Florida,Residential sector,hdd_November,0.0,"{'criterion': 'squared_error', 'max_depth': 7, 'min_samples_leaf': 2, 'min_samples_split': 5}"
Florida,Residential sector,hdd_May,0.0,"{'criterion': 'squared_error', 'max_depth': 7, 'min_samples_leaf': 2, 'min_samples_split': 5}"
Florida,Residential sector,hdd_June,0.0,"{'criterion': 'squared_error', 'max_depth': 7, 'min_samples_leaf': 2, 'min_samples_split': 5}"
Florida,Residential sector,cdd_May,0.0,"{'criterion': 'squared_error', 'max_depth': 7, 'min_samples_leaf': 2, 'min_samples_split': 5}"
Florida,Residential sector,hdd_July,0.0,"{'criterion': 'squared_error', 'max_depth': 7, 'min_samples_leaf': 2, 'min_samples_split': 5}"
Florida,Residential sector,hdd_August,0.0,"{'criterion': 'squared_error', 'max_depth': 7, 'min_samples_leaf': 2, 'min_samples_split': 5}"
Florida,Residential sector,hdd_December,0.0,"{'criterion': 'squared_error', 'max_depth': 7, 'min_samples_leaf': 2, 'min_samples_split': 5}"
Florida,Residential sector,hdd_February,0.0,"{'criterion': 'squared_error', 'max_depth': 7, 'min_samples_leaf': 2, 'min_samples_split': 5}"
Florida,Residential sector,cdd_January,9.669369800972562e-06,"{'criterion': 'squared_error', 'max_depth': 7, 'min_samples_leaf': 2, 'min_samples_split': 5}"
Florida,Residential sector,cdd_December,0.00012428575539624848,"{'criterion': 'squared_error', 'max_depth': 7, 'min_samples_leaf': 2, 'min_samples_split': 5}"
Florida,Residential sector,hdd_January,0.0001834363013699565,"{'criterion': 'squared_error', 'max_depth': 7, 'min_samples_leaf': 2, 'min_samples_split': 5}"
Florida,Residential sector,cdd_November,0.00020023338647430107,"{'criterion': 'squared_error', 'max_depth': 7, 'min_samples_leaf': 2, 'min_samples_split': 5}"
Florida,Residential sector,cdd_October,0.0003062817760591338,"{'criterion': 'squared_error', 'max_depth': 7, 'min_samples_leaf': 2, 'min_samples_split': 5}"
